operand,binade_exp,count
lj_term12,-38,711
lj_term12,-37,872
lj_term12,-36,731
lj_term12,-35,649
lj_term12,-34,536
lj_term12,-33,486
lj_term12,-32,457
lj_term12,-31,416
lj_term12,-30,362
lj_term12,-29,3447
lj_term12,-28,8143
lj_term12,-27,7133
lj_term12,-26,6051
lj_term12,-25,9258
lj_term12,-24,19554
lj_term12,-23,25469
lj_term12,-22,34005
lj_term12,-21,30361
lj_term12,-20,30514
lj_term12,-19,70481
lj_term12,-18,82240
lj_term12,-17,70884
lj_term12,-16,297402
lj_term12,-15,368566
lj_term12,-14,312199
lj_term12,-13,264872
lj_term12,-12,221492
lj_term12,-11,185249
lj_term12,-10,157232
lj_term12,-9,134050
lj_term12,-8,113681
lj_term12,-7,94422
lj_term12,-6,77966
lj_term12,-5,65347
lj_term12,-4,56284
lj_term12,-3,46830
lj_term12,-2,40086
lj_term12,-1,33495
lj_term12,0,27241
lj_term12,1,22508
lj_term12,2,17830
lj_term12,3,14776
lj_term12,4,12306
lj_term12,5,10733
lj_term12,6,11142
lj_term12,7,13898
lj_term12,8,12299
lj_term12,9,2570
lj_term12,10,24
lj_term6,-19,1049
lj_term6,-18,1516
lj_term6,-17,1111
lj_term6,-16,937
lj_term6,-15,1435
lj_term6,-14,13361
lj_term6,-13,12552
lj_term6,-12,11802
lj_term6,-11,66071
lj_term6,-10,57459
lj_term6,-9,83928
lj_term6,-8,150237
lj_term6,-7,111101
lj_term6,-6,666956
lj_term6,-5,546476
lj_term6,-4,384984
lj_term6,-3,273702
lj_term6,-2,196822
lj_term6,-1,134603
lj_term6,0,96297
lj_term6,1,68125
lj_term6,2,46569
lj_term6,3,30384
lj_term6,4,21272
lj_term6,5,24882
lj_term6,6,13612
lj_term6,7,17
nb_force_acc,-22,41
nb_force_acc,-21,2
nb_force_acc,-20,2
nb_force_acc,-19,30
nb_force_acc,-18,146
nb_force_acc,-17,221
nb_force_acc,-16,241
nb_force_acc,-15,455
nb_force_acc,-14,1468
nb_force_acc,-13,2813
nb_force_acc,-12,4972
nb_force_acc,-11,11860
nb_force_acc,-10,18288
nb_force_acc,-9,37181
nb_force_acc,-8,63759
nb_force_acc,-7,101599
nb_force_acc,-6,130265
nb_force_acc,-5,149326
nb_force_acc,-4,174525
nb_force_acc,-3,199456
nb_force_acc,-2,230923
nb_force_acc,-1,272855
nb_force_acc,0,348531
nb_force_acc,1,450794
nb_force_acc,2,616969
nb_force_acc,3,921363
nb_force_acc,4,1410911
nb_force_acc,5,2166506
nb_force_acc,6,3381673
nb_force_acc,7,5079463
nb_force_acc,8,7151560
nb_force_acc,9,7005618
nb_force_acc,10,3911619
nb_force_acc,11,1145201
nb_force_acc,12,109250
nb_force_acc,13,226
nb_fscal,-26,1
nb_fscal,-25,1
nb_fscal,-24,3
nb_fscal,-23,12
nb_fscal,-22,13
nb_fscal,-21,17
nb_fscal,-20,46
nb_fscal,-19,97
nb_fscal,-18,156
nb_fscal,-17,392
nb_fscal,-16,1088
nb_fscal,-15,2180
nb_fscal,-14,4065
nb_fscal,-13,7612
nb_fscal,-12,16367
nb_fscal,-11,32872
nb_fscal,-10,55750
nb_fscal,-9,103589
nb_fscal,-8,158431
nb_fscal,-7,925393
nb_fscal,-6,1678812
nb_fscal,-5,1587981
nb_fscal,-4,1489809
nb_fscal,-3,1464333
nb_fscal,-2,1403874
nb_fscal,-1,1321002
nb_fscal,0,1236668
nb_fscal,1,1149578
nb_fscal,2,1057942
nb_fscal,3,962000
nb_fscal,4,854269
nb_fscal,5,744397
nb_fscal,6,636744
nb_fscal,7,520409
nb_fscal,8,422735
nb_fscal,9,342932
nb_fscal,10,295686
nb_fscal,11,150136
nb_fscal,12,50029
nb_fscal,13,42404
nb_fscal,14,5588
rinv,0,4673787
rinv,1,12334552
rinv,2,1577993
rinv,3,121386
rinv,4,44318
rinv,60,141210
