operand,binade_exp,count
nb_fscal,12,10776364
nb_fscal,13,8727264
nb_fscal,14,1279235
nb_fscal,15,96
rinv,0,1904550584
rinv,1,2287649984
rinv,2,293358641
rinv,3,21667361
rinv,4,8312448
rinv,60,1163547
